12	7	910	1020	110
12	3	910	1040	130
12	11	930	1010	80
12	8	1110	1165	55
12	5	999	1059	60
12	5	1110	1170	60
12	15	1110	1190	80
12	16	1110	1250	140
12	7	1110	1235	125
12	11	1110	1198	88
12	8	60	120	60
12	8	59	119	60
12	8	56	111	55
12	8	55	110	55
12	8	1429	1489	60
12	8	1430	1490	60
12	8	1270	1320	50
12	2	58	118	60
12	2	57	117	60
12	13	60	75	15
12	13	59	74	15
12	13	50	60	10
12	5	59	119	60
12	5	60	120	60
12	6	1439	1589	150
12	1	9	168	159
12	1	60	219	159
12	1	59	218	159
12	1	50	209	159
12	16	59	199	140
12	16	60	200	140
12	16	57	197	140
12	7	9	134	125
12	7	10	135	125
12	7	59	184	125
12	7	60	185	125
12	3	59	209	150
12	11	59	138	79
12	11	9	104	95
12	10	59	184	125
15	13	160	240	80
15	5	240	290	50
15	12	220	300	80
15	12	210	290	80
15	5	510	570	60
15	5	390	430	40
15	12	360	430	70
15	8	1078	1178	100
15	8	1080	1200	120
15	2	1079	1114	35
15	5	1080	1130	50
15	8	1410	1510	100
15	8	1225	1310	85
15	8	58	158	100
15	8	60	145	85
15	2	59	94	35
15	5	1380	1430	50
15	5	60	100	40
15	1	1380	1485	105
15	1	60	165	105
15	16	59	149	90
15	7	1320	1410	90
15	7	60	150	90
15	3	60	180	120
15	11	60	105	45
15	11	59	99	40
15	10	60	125	65
14	12	210	255	45
14	5	360	405	45
14	12	360	405	45
14	15	359	429	70
14	10	60	160	100
6	4	300	310	10
1	5	770	870	100
1	5	780	906	126
1	12	770	910	140
1	7	800	895	95
1	5	930	1030	100
1	12	930	1050	120
1	4	930	944	14
1	4	990	1004	14
1	7	950	1045	95
1	4	1260	1280	20
1	5	30	140	110
1	5	60	180	120
1	12	30	190	160
1	12	60	220	160
1	15	30	140	110
1	6	1345	1365	20
1	6	60	80	20
1	16	60	80	20
1	4	60	80	20
1	7	1320	1415	95
1	7	60	145	85
1	3	60	120	60
1	11	60	141	81
1	11	30	111	81
16	5	510	615	105
16	12	510	659	149
16	1	510	525	15
16	4	510	525	15
16	7	510	570	60
16	10	510	556	46
16	1	270	285	15
16	1	120	135	15
16	7	255	315	60
16	11	180	252	72
4	1	270	282	12
4	7	300	385	85
4	11	300	400	100
4	5	500	620	120
4	12	500	670	170
4	1	450	460	10
4	1	500	510	10
4	7	500	585	85
4	5	630	750	120
4	5	740	860	120
4	12	740	874	134
4	12	630	790	160
4	1	690	702	12
4	1	840	862	22
4	7	840	905	65
4	7	660	755	95
4	7	800	885	85
4	7	990	1075	85
4	5	120	240	120
4	12	120	273	153
4	15	120	225	105
4	1	1260	1272	12
4	1	120	132	12
4	16	120	138	18
4	7	120	205	85
4	3	120	185	65
4	11	120	220	100
4	10	120	205	85
7	16	330	413	83
7	3	375	505	130
7	3	200	330	130
7	3	330	460	130
7	11	260	330	70
7	11	375	440	65
7	3	510	640	130
7	11	510	575	65
7	10	510	550	40
7	5	800	880	80
7	12	800	910	110
7	1	800	895	95
7	3	750	880	130
7	3	820	940	120
7	11	780	845	65
7	11	660	730	70
7	11	810	875	65
7	8	930	1059	129
7	2	945	1055	110
7	5	940	1030	90
7	5	944	1036	92
7	12	940	1075	135
7	1	945	1045	100
7	3	945	1050	105
7	3	920	1050	130
7	8	1160	1280	120
7	1	1160	1255	95
7	8	1250	1380	130
7	6	1300	1390	90
7	8	70	192	122
7	2	90	200	110
7	13	60	180	120
7	13	1320	1455	135
7	5	60	155	95
7	5	61	148	87
7	12	60	185	125
7	15	60	135	75
7	15	1320	1395	75
7	14	60	170	110
7	6	60	155	95
7	1	1430	1487	57
7	1	60	145	85
7	16	60	154	94
7	11	60	130	70
3	7	380	505	125
3	7	200	315	115
3	11	240	330	90
3	11	360	460	100
3	7	660	770	110
3	7	765	890	125
3	1	1080	1141	61
3	7	1080	1205	125
3	2	30	140	110
3	5	1439	1555	116
3	5	29	133	104
3	12	1439	1599	160
3	15	1439	1550	111
3	14	30	170	140
3	6	30	89	59
3	1	1439	1500	61
3	16	30	95	65
3	4	25	74	49
3	7	1439	1564	125
3	11	30	130	100
11	2	300	365	65
11	16	150	255	105
11	7	240	315	75
11	3	230	325	95
11	7	510	590	80
11	5	680	745	65
11	7	690	770	80
11	5	810	875	65
11	12	810	910	100
11	7	825	905	80
11	5	809	859	50
11	7	1120	1200	80
11	8	1139	1249	110
11	13	30	119	89
11	5	30	95	65
11	5	29	82	53
11	1	30	120	90
11	16	30	123	93
11	8	30	126	96
11	2	29	94	65
11	15	30	75	45
11	6	30	120	90
10	7	380	415	35
10	3	330	450	120
10	11	380	450	70
10	7	660	695	35
10	14	90	190	100
10	7	1380	1415	35
